SDSID,SDSFEATURENAME,SDSFEATUREDESCRIPTION,SDSMETADATAID,DISTANCEMARKCATEGORY,DISTANCEMARKERIDPK,CATDIS,WTWDIS,UNLOCD,HUNITS,SORDAT,DIS_REF,WATERWAY,RULEID,LOL,Pool,VertDatum
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1860_rm,1,186.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1840_rm,1,184.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1830_rm,1,183.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1820_rm,1,182.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_DRE_2800_rm,1,280.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,DES PLAINES RIVER,2,504.500000000000000,DR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_DRE_2780_rm,1,278.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,DES PLAINES RIVER,2,504.500000000000000,DR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_DRE_2770_rm,1,277.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,DES PLAINES RIVER,2,504.500000000000000,DR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_DRE_2760_rm,1,276.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,DES PLAINES RIVER,2,504.500000000000000,DR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2710_rm,1,271.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_DRE_2750_rm,1,275.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,DES PLAINES RIVER,2,504.500000000000000,DR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2700_rm,1,270.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1440_rm,1,144.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,429.667441860465090,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1430_rm,1,143.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,429.644186046511606,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1410_rm,1,141.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,429.597674418604640,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1400_rm,1,140.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,429.574418604651157,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1380_rm,1,138.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,429.527906976744191,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1370_rm,1,137.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,429.504651162790708,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1350_rm,1,135.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,429.468604651162764,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1340_rm,1,134.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,429.451162790697651,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_1330_rm,1,133.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,429.433720930232539,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_SRK_2400_rm,1,240.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,458.500000000000000,SR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_SRK_2410_rm,1,241.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,458.500000000000000,SR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2570_rm,1,257.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_SRK_2430_rm,1,243.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,458.500000000000000,SR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_SRK_2440_rm,1,244.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,458.500000000000000,SR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2550_rm,1,255.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2300_rm,1,230.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,440.287341772151933,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2500_rm,1,250.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_SRK_2310_rm,1,231.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,440.300000000000011,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_SRK_2360_rm,1,236.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,458.500000000000000,SR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2290_rm,1,229.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,440.274683544303798,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2260_rm,1,226.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,440.236708860759506,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2510_rm,1,251.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_SRK_2320_rm,1,232.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,458.500000000000000,SR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_SRK_2340_rm,1,234.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,458.500000000000000,SR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2230_rm,1,223.000000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,2,440.199267399267399,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_SRK_2362_rm,1,236.200000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,458.500000000000000,SR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_SRK_2365_rm,1,236.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,458.500000000000000,SR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_SRK_2368_rm,1,236.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,458.500000000000000,SR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_SRK_2373_rm,1,237.300000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,458.500000000000000,SR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_DRE_2758_rm,1,275.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,DES PLAINES RIVER,1,504.500000000000000,DR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_DRE_2762_rm,1,276.199999999999989,,5,20130522,Confluence with the Upper Mississippi River,DES PLAINES RIVER,1,504.500000000000000,DR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_DRE_2766_rm,1,276.600000000000023,,5,20130522,Confluence with the Upper Mississippi River,DES PLAINES RIVER,1,504.500000000000000,DR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_DRE_2769_rm,1,276.900000000000034,,5,20130522,Confluence with the Upper Mississippi River,DES PLAINES RIVER,1,504.500000000000000,DR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_DRE_2774_rm,1,277.400000000000034,,5,20130522,Confluence with the Upper Mississippi River,DES PLAINES RIVER,1,504.500000000000000,DR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_DRE_2777_rm,1,277.699999999999989,,5,20130522,Confluence with the Upper Mississippi River,DES PLAINES RIVER,1,504.500000000000000,DR,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_ALT_0801_rm,1,80.100000000000009,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,419.600000000000023,AL,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_0803_rm,1,80.299999999999997,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.000000000000000,LA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_LAG_0804_rm,1,80.400000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,429.000000000000000,LA,NGVD1929
